account_id,customer_id,account_type,account_number,routing_number,balance,credit_limit,interest_rate,status,opened_date
123706fb-9ab6-41db-ade1-71fa942f38b8,d1b3cba0-3aec-449f-abe2-b51727d477dc,Credit Card,2719521208421043,078231995,-21825.35,21879.0,1.02,Closed,2024-06-14 02:34:11.085647
36792c81-62cc-44fb-ae08-13aca1e049a7,d6514aef-a92e-4184-b83e-064671e54f5a,Loan,6011277982272062,126206898,-49189.85,,8.96,Suspended,2015-10-02 23:35:58.963708
9db2622c-678e-4b38-849b-381ffc9f57c6,5befc4de-8f3d-45a2-8865-f81882fd70c2,Mortgage,2255885931583845,026291372,25072.79,,12.14,Suspended,2018-02-11 17:49:33.391748
f86a894d-899f-47f3-a412-350c42749951,81c6b2ce-4eb0-40f7-9fd8-75d956a31c56,Loan,3570425023808697,025464650,25538.24,,18.65,Inactive,2019-07-23 21:28:14.387581
c0c2c833-c2a2-4ec3-90a0-641f14b914ac,5bc5e754-7c66-48c3-87ce-13ec5f05c49c,Credit Card,561629812547,032973383,-37487.5,43737.23,13.0,Active,2021-12-26 08:02:43.255161
c5092371-a1f8-49ae-acaf-54a68ed65d18,281a8319-9f59-4a6d-8f77-296408fbbfd6,Checking,2230501919866967,125632133,93887.47,,,Closed,2015-10-06 18:51:15.976226
3c920596-44a9-4d4d-a8b7-0e9b58a2842b,043d7910-fb13-49f3-8257-a0c655e728f0,Checking,4031219782578703,119890774,26198.87,,,Closed,2025-04-07 08:04:53.495260
235bd161-863e-4b0a-a8eb-5ea9a9271006,dc0cacc1-aea3-4b45-aff8-79c27e681c37,Savings,3571829839653248,109288804,27863.61,,23.55,Suspended,2016-02-18 23:38:52.834281
9528e277-3a97-4635-86f0-d7073942d012,fca95f31-591b-4f25-9df4-3799f33a338e,Savings,378426800878259,093162311,-1911.62,,8.95,Active,2023-07-01 19:52:26.052363
03baa2a7-b791-466b-8e8a-563adef82e4b,9d3ce4cd-e522-41ba-a701-b293e131a0f3,Loan,4677700118971745,084817934,78436.53,,20.74,Closed,2026-01-31 04:49:19.272863
4db38a6b-e1c1-46bd-bff9-0d19b3a2f6bb,707bae99-209e-4f23-bccb-eb0d2dbc62bb,Credit Card,3578801866588723,056721618,67607.93,33488.49,15.5,Inactive,2022-02-22 01:25:40.441950
daea6c6b-fb33-4a93-b722-66eb4aa4c4a6,6792d804-d841-41bc-a8b7-5b19b3e84178,Checking,4856595429068758,090570032,-28245.74,,,Suspended,2017-12-27 00:07:06.048532
3c6f46c7-52e5-4a9a-98fd-dc7b8bc72ac5,672a0f82-8975-48bf-abef-1f8fa2108309,Savings,676201855704,129916392,85551.95,,13.35,Closed,2020-01-06 23:28:05.041445
6ba521d4-4d46-4618-9770-b209eb071775,2b166b5a-123b-45e8-b67f-398a7c028a51,Loan,4732987979501496,129154659,9179.16,,23.71,Active,2025-05-03 14:37:56.772812
617a057a-3773-4577-95d1-aadadde23dcb,761e271b-a688-4dcf-866a-107209956e84,Loan,213120984704451,024329877,99011.24,,7.15,Inactive,2016-02-13 23:59:27.155600
eae4cda9-8cd6-4076-afc9-79530dbfda6d,c5354ebd-d80b-4fec-a6e5-8ea73b3e321f,Loan,639041031720,085584729,-29695.05,,15.45,Closed,2016-03-04 17:48:42.836328
7dd119ef-6b73-4918-8acf-3c2d15d6d50c,3a6b458e-3e88-4044-b9c9-baebc1721e32,Investment,180032521650353,095864099,75536.57,,,Active,2023-06-28 15:45:07.306316
45f13728-198c-4860-9f20-da3165821995,c88cdf13-8dc1-46cd-8dd1-fb8d636d906a,Checking,4187614822945783,067788844,16650.37,,,Active,2019-11-24 17:30:48.446687
dd9ce3d3-7c1c-48f0-8cd0-cd429d32768d,aeb75df4-8bb0-41a7-8fc9-5002d07503f1,Investment,3538444157787388,021000306,84332.27,,,Inactive,2021-09-24 22:53:05.151866
575fa358-ad5c-4f3c-8cda-fcd028f00b39,46e8baec-27ff-4fcb-8cbc-048f01e6f43c,Loan,180082555938703,021102466,2898.78,,1.75,Suspended,2018-03-27 20:28:48.682213
cb9c8819-7a39-4bde-bc58-aa594d1ee789,9764b467-9f0f-4a5b-aa9c-3f99b85f68ff,Checking,4693467608218827,044649553,41220.65,,,Suspended,2020-11-06 18:04:21.341962
f58069b1-5474-4d11-8728-b101de5e4597,584e885e-734e-4185-9cbc-44496b1d32c1,Investment,676357046835,126956135,73230.52,,,Closed,2026-09-02 05:23:40.662190
1537b216-4fe6-439d-aeda-4eafbbf7f8cb,7be6f326-8843-431a-9e40-a3a56c1074fe,Investment,5423602949931845,069856787,-31982.01,,,Closed,2025-06-18 11:06:22.354298
48658f63-7dd0-4a3f-aa69-81809edcc2c3,932dafa9-f982-48f6-bb70-4b82fe264cbf,Checking,2262655061669016,098805770,-17060.51,,,Inactive,2024-11-13 16:09:06.548464
927a8a95-e613-4ef5-9c71-11f7de720798,df7bfc8a-1618-4209-b289-8233fb0e7c4c,Credit Card,2565754061400045,099453396,33248.36,13372.9,21.62,Active,2018-07-10 23:25:28.708512
6dd42239-ce08-47d7-b4a4-66079bf764f1,1596ff7d-9d05-43a7-b15d-1dd4ad07aa8a,Investment,4591772401500765,057761127,-9131.69,,,Inactive,2022-08-27 04:55:17.757115
8fe6ddba-f0bb-4ba1-a947-525b934e8848,79c647db-c8ca-4bcf-b522-e13cc435203f,Checking,6599286302020101,088258007,-4249.28,,,Active,2019-07-15 19:06:00.652817
5889ce9a-befe-4791-9e20-27884ed027d3,29a90ff2-0d8c-43c0-90ec-b60cd5721028,Investment,4415161810074030,103791193,95564.05,,,Closed,2024-01-02 10:02:27.950629
88e3881d-79f4-45e0-a99c-e8a1214f8388,08d45b37-ecb8-42e3-8f8b-8f1e6a20377e,Credit Card,4386055383810881006,104402449,-29447.27,36666.98,24.41,Suspended,2020-02-21 14:21:11.442677
51c6da0f-90ee-4375-bb7a-64fdd0faa567,66f84158-112a-447d-9f83-ee80063ae21b,Checking,3518170108535816,118052018,,,,Active,2022-05-25 00:53:57.321349
1f57f8bf-3395-4afd-bf6f-c2baeab6ed48,1dd3551f-18d8-4d4e-86d9-792cf5b9f3ad,Mortgage,30023227322449,088959018,57691.39,,23.86,Suspended,2019-04-03 13:45:12.036437
6d82e74f-a316-4085-a509-64fd823fcec8,346486f3-7412-452e-bbaf-8195c20e2a85,Checking,4943118642451910,076769838,74913.92,,,Inactive,2022-01-17 23:23:18.488225
23c3d778-ec16-457d-8b3f-67bdb35482eb,5661506e-84de-4fc3-b5fa-73b9101c742d,Credit Card,4041664767100511980,078877317,98805.94,10000.58,14.16,Closed,2016-02-17 06:33:26.270198
a52fc549-c154-4c64-8003-8ccd6d2b49fe,b1c8b7ac-a81b-43e9-8395-740c30547506,Investment,4621348211680,045727115,43519.54,,,Inactive,2016-06-10 02:15:09.572698
65f95f72-8ef4-4f5f-a6e9-8dcfe835513a,4684fb7c-ebdc-428a-a5a5-39a028b02a24,Checking,4126024899749206120,013261072,-22164.1,,,Closed,2020-08-21 06:44:51.075685
1c238ac5-fdfa-4e22-aa61-05b446dfdc6d,172de63d-3be3-4a71-a034-8bc720b1352b,Checking,342693811672590,013372796,93311.1,,,Suspended,2016-03-20 18:32:43.269147
b197d57b-ae1f-47d5-90e1-8936088faf9b,ccee5efe-a388-4ee0-a248-cfc69dc6f46b,Savings,6595401159233517,112700557,96493.48,,17.02,Suspended,2026-04-09 10:07:58.933067
972afbf4-6e38-418b-bbf8-6f14bba402aa,18f49d46-5589-41a2-9f42-42acbd2ab393,Credit Card,630480421076,029082588,58432.48,45186.49,9.42,Suspended,2022-06-23 08:03:07.852703
ff85f129-3257-47ef-a693-2cf3b80a8b5e,2ade1b3f-f433-427b-800f-e2168d95d81a,Mortgage,4319765612544,069191549,-7771.54,,3.15,Inactive,2019-05-15 17:34:07.011263
808bceae-62df-43f6-82d5-3c75c0309740,2e3e3d85-22a8-4092-9539-31c0c9307235,Credit Card,374512034146318,042272443,-42379.31,47258.49,22.33,Inactive,2022-09-17 22:46:35.856843
bb6c7086-eaaf-4d38-a5f8-3ca9c3fa596c,4512c5d0-93ac-42a4-89d4-f0610f27c612,Checking,3573150190174171,048337256,26980.76,,,Closed,2022-02-22 06:07:22.921118
8170fd0b-c6b4-4e54-9c54-03c23e8e67af,a86050b9-1f8a-4c94-a60f-a71e38e3fc5d,Mortgage,348586115718040,109174057,14534.67,,17.41,Active,2022-05-14 08:22:01.818816
01d6423c-4847-448d-8386-09f7a3ad4f3d,00d04abe-55ac-4c85-9707-e6aadefe4cf1,Investment,3525802973217267,081906547,52435.17,,,Suspended,2021-10-27 15:22:39.822304
13393574-5bd7-48f7-8071-0695aca7bc42,bffde8bd-2a8c-43f8-9aed-ce213070aefc,Credit Card,5311452253727792,033511621,5504.25,10331.57,20.84,Inactive,2015-12-10 03:05:04.056446
fdd92097-3f42-41eb-a2e8-090c74e86016,5656d8d8-c501-451f-b0b9-e0dfe568c850,Checking,345049392800984,016896460,79572.94,,,Active,2019-12-05 09:19:53.072016
d0f8163c-5a4c-474b-8dda-ffe9c516068f,a5b34e64-c7da-416f-82d4-a2ce79923516,Investment,,115058455,87731.04,,,Suspended,2020-12-24 09:44:57.018790
b7e7d43f-9c2d-49cc-864d-bb82909d84f4,5a27a19a-9658-446b-b728-9f68b4bec7cf,Loan,4495399345717,113971385,-48893.4,,23.22,Active,2019-06-28 08:44:59.540387
4b3030cc-68ba-4e37-8106-e61cc533c3f5,da9c4118-5c58-4c41-af3f-9d594d042dc1,Loan,6550080039768315,046632872,-15672.88,,21.35,Inactive,2018-09-27 23:18:42.446622
c0cf8ff5-380c-4cd7-855a-ee86efc0c8ad,99d88b4a-1fb7-4d9c-8e77-adb7af2d2911,Loan,4399283683318,028812636,75064.47,,23.25,Closed,2020-03-25 15:46:27.133837
0c957adc-0240-4b1f-82e9-3934dff0abf5,c7437124-8a0c-45a4-9982-e8a7edde0fb3,Savings,4995028802761817,093372460,-40879.45,,14.54,Active,2020-12-23 00:24:28.167835
66922eac-cc1f-4711-8e44-55a1ace2a60c,073c5673-e9d5-41a5-aed3-612626b3ec4c,Investment,630411142718,092761412,67046.41,,,Inactive,2025-05-17 11:35:50.595700
c6d9b722-b4e8-40c9-96b0-8580c29a3740,1ae44f24-9150-421e-bfa8-a9c59f3151a6,Checking,345274426507559,095830023,64024.27,,,Active,2016-03-29 11:34:41.881082
d21992d7-5917-44ce-b112-6bf2bdd88ed6,b3018537-65bb-457d-a3ba-933cc1d4fbf8,Savings,30340149352548,025790450,-37796.49,,18.1,Inactive,2022-07-28 19:56:20.716888
84139a15-8292-4255-9cb1-610625816251,d2b54db9-9ab0-4533-ae78-270f0d7f7487,Savings,,102490505,11334.06,,6.66,Suspended,2022-01-26 01:53:18.365523
e6f8cae8-000f-4b92-b8fa-9eae07be0264,4173a4b2-7f29-4116-80a7-6d5b1e00c47b,Checking,30041848593511,096792966,-7767.3,,,Suspended,2021-12-24 09:39:04.546806
6a278ede-4c5d-43c3-8092-323ee127edf5,3c310b5b-0e6e-4ead-82a4-5bce5bb1ace5,Investment,36042179158837,114116039,13941.89,,,Active,2026-03-31 18:25:11.123480
ba009570-0bf9-4bb2-ae85-a820162f835a,dd478f81-d4b9-40c8-ba72-f4e8c696a322,Credit Card,4818317885581,113396834,94701.07,16304.93,14.26,,2016-07-17 00:06:32.313818
56c011d3-4e8b-4dc6-9e3b-0a04d723df36,ed09c97b-5473-4609-88e8-b2952ac8ddaa,Mortgage,3591487020918270,013005717,24288.78,,15.33,Closed,2019-03-12 12:42:06.598527
26957b56-5ea7-46cd-b7f5-d562f5b760d1,7be6f326-8843-431a-9e40-a3a56c1074fe,Checking,213116176428156,067271102,-31175.0,,,Suspended,2021-05-18 03:05:12.033039
ca09ce4d-8593-4131-a221-20c761e3beb5,52ecd4c9-cc62-404b-985d-840150bb36e0,Mortgage,4844632588077703,016546862,9191.36,,16.52,Closed,2015-11-25 15:39:05.800524
7144fc5f-e3ea-4667-aee0-483a6f941c77,aa909e2b-d923-48da-9dc8-73f6f81a6821,Mortgage,30488645921595,085050172,-17510.65,,19.94,Inactive,2023-08-10 16:08:27.072145
c8a4e949-384f-4729-ad01-c4898893f87f,7c308d88-15e1-46c4-a0e7-b5695a78d1eb,Checking,3546858789959091,060786571,17364.66,,,Inactive,2021-08-10 23:30:01.658112
5070b18e-3ec1-4e2c-b9f0-5773b8910b2d,3c9ed3df-2875-4de2-b506-7c89a1f2f463,Savings,2236618046660768,127226314,-29699.05,,7.11,Closed,2021-12-30 18:56:49.776247
f02883c0-79f0-4e7f-bde0-b4661dcd06ca,29b298f2-0e57-465f-93ad-3dd54005f92a,Mortgage,4412237110177597403,016945829,-29610.31,,10.57,Active,2021-08-19 02:54:30.015787
40d52e3f-bcdb-4625-b222-1529cd7f2e5c,db6c6bf1-3b5c-422b-9f4f-653302591688,Checking,4088286818072946,055155489,-2893.42,,,Suspended,2020-07-16 14:49:05.863590
afc5cf90-26bc-4624-8df9-20f406dca36f,d91092a6-df83-4324-8b91-cba3488c2806,Investment,3547925741649489,072368369,-34026.71,,,Closed,2017-06-25 09:43:07.600929
6b0e7190-8681-4c5e-8d6d-f05ad104520d,9e22c83f-c4f0-42a4-9a2d-f2ee26a8bdcc,Mortgage,4728614339442890,116734927,96906.43,,6.62,Active,2016-10-14 03:45:33.337408
2272aaab-9829-44c2-8bc5-cfc5d551670c,34c168a6-4f57-4e9e-9238-4e8c375676c3,Mortgage,4587609665859543,124381155,-5977.29,,20.48,Inactive,2023-05-07 02:17:40.037802
71a65070-97fb-4931-a60d-352930c4488c,dc751bf8-e319-4eb4-bbf3-206a0211e78a,Mortgage,30573714040078,108802456,46426.6,,13.55,Suspended,2020-12-21 20:34:03.884387
d537bb4f-fc3c-4950-86cc-ed61b1ce2b7b,3e1e798e-df37-4ea4-aae0-c396770550f2,Loan,3537477963045071,128144453,-34964.85,,24.62,Suspended,2022-11-05 11:59:19.131111
b96dbbbf-ea11-4ebd-9516-0556398fd36f,c09be559-e1df-45d4-b477-4c033af8952d,Investment,180057100505272,099595296,32774.22,,,Active,2024-04-23 06:54:55.607507
837ed7a8-ee5c-4344-8a3b-2c7e1f6b62f3,859eaf49-8413-40b0-8ceb-55c40fd5335a,Savings,6560056290236745,019966805,-10283.09,,12.49,Suspended,2017-05-06 12:50:58.755091
8ffc344e-17b2-44ed-9329-031e85db88dc,78af5ac4-811d-4797-83ef-b684e8610dda,Credit Card,6011810136898190,048442691,-40530.81,23172.3,3.92,Active,2026-03-15 22:48:23.796864
285be461-a259-40bf-9f31-818aebe68257,fd00bc46-8301-4e26-930e-a7d9ee7d18c9,Investment,3532213801359829,015011123,-27403.53,,,Inactive,2021-12-24 01:39:45.388976
0288397c-10ae-40e0-896d-8ed60440c836,8a9a223f-7a3e-40c3-813d-027a7f010155,Investment,38200539963605,124795165,-26904.44,,,Closed,2025-06-27 19:33:16.372502
fcf71a2a-6287-4776-a432-e6648936ed7c,b4547792-4cd8-4151-9b6f-8e3ac3b9bb10,Mortgage,4251108799567994,039968456,-33807.7,,1.7,Closed,2017-07-15 13:07:44.978422
a507793c-979a-465d-87c0-e067e8c519f5,8901034c-6cb7-4e92-ae46-68c9b7f66ccc,Loan,213110933080764,037161909,15075.41,,10.2,Suspended,2020-08-11 17:41:36.605417
afd481a8-eb55-475d-8384-a59d0befc3a7,23e62513-f4de-4ee6-be44-66e1e9f9896b,Investment,4143980052819,028928193,48649.07,,,Inactive,2017-02-07 17:36:55.931766
817c71d9-44c6-4290-8003-bd69b59bb3c6,56fc89d0-606e-4f36-a055-ca5f23dbf493,Investment,345085420185865,015723437,,,,Inactive,2020-06-14 06:47:28.480321
e477b9bd-5901-41be-8067-fdc68b6e5fdf,a93a3957-03d0-4238-ab2d-ab3e4a7094d7,Savings,,066933988,47064.7,,7.83,Inactive,2018-08-07 17:59:38.098740
8911de83-583c-4878-bdc2-3eaa3a771198,8fc30cec-1d46-4887-9f2c-065460772e2e,Checking,38920365319602,025008883,33950.88,,,Suspended,2023-07-08 15:45:14.792932
32d9abc0-5060-43f4-adb4-9f2b13517548,299fc1d1-7211-4090-b9ed-9437402e3ea7,Investment,4864370411536547,085265637,-12013.13,,,Inactive,2019-03-26 03:15:27.384437
4c7440fc-6e4e-41c9-9c2f-75324a20d932,ca3b4d8c-e34a-4fcd-9d6c-345174e3e358,Investment,3586446740448916,042044639,85498.91,,,Inactive,2020-06-01 03:09:45.874761
d5910719-c30f-4c34-9db5-df60311e477c,fcc4a228-9f80-4024-bd51-e8e9d37a15f9,Savings,676216088846,111513237,83427.15,,23.48,Closed,2022-11-19 20:04:07.764228
2c7ea0b7-27ee-44c5-8a75-f540c2b36e2e,7c233011-8730-46a7-8716-7e6869710a41,Loan,3562356928003557,118097840,-49461.24,,1.88,Closed,2016-08-23 02:05:54.919622
af2e192a-5e91-4169-b2a4-7802efcde6b3,163c6344-766f-47fb-8a6d-d2d322ccc6d3,Mortgage,2610188260966990,043353206,25865.86,,9.52,Active,2021-08-15 21:25:18.141167
04c4a81b-8abb-43f5-a4fe-5ff7aa7af12d,a82a533a-ec14-4e1d-bed7-4992c7c5cb50,Loan,3501769123073916,027003336,-6391.8,,11.18,Active,2021-10-21 17:39:26.571237
b890f12b-dca2-4109-bcc6-7e002f7bf585,30728b71-8e7b-4cbf-9f2b-822165bf36c7,Loan,370088370031616,091436560,,,22.67,Active,2021-09-13 17:06:33.202970
a082c5c6-f4c6-40f8-a373-01264c36df31,abf23a55-10ca-45f4-9f46-21b02750edc3,Investment,180041348980943,107071987,451.75,,,Inactive,2018-12-21 08:28:15.272668
06413d98-9c6a-4c6f-b4ac-ab63891564a3,840a4cc4-d1df-477d-9a0f-61bf7d9ca25b,Mortgage,4118822187957,062573481,-29048.8,,5.76,Active,2024-01-26 21:57:35.985413
1dacd205-6342-4d74-b0ba-38786e83c49b,35e27c56-d71b-4f2d-b35d-91d0675754e4,Mortgage,4227249476684446,071084592,79914.35,,9.26,Active,2016-03-11 19:02:29.542657
b46b0f18-a797-43b2-a3b6-a0580365e0d4,f40084f0-427d-4183-ac53-61da17f98e74,Invalid_Type,4967215628237,018877160,933.96,,,Closed,2020-11-15 11:42:13.534021
8b2b8535-557c-4394-962c-5f85911fb169,4485ab30-2e40-425a-b107-8fa3605f6311,Savings,4077446784658,046477493,58611.24,,18.11,Suspended,2016-10-12 11:37:37.100727
8ab2d4c8-3a19-4023-aa6d-d36d8b11fbce,3d144fbd-0d99-4d76-bfce-db87ee0052d8,Investment,4630302140966419433,112114237,77482.55,,,Inactive,2020-03-20 16:45:38.003716
80376fcd-6273-48ed-83d0-f620f40f8533,22de7aab-dabd-47f9-90eb-32ee7ef4afd2,Investment,6011631159951363,109363208,6109.32,,,Inactive,2024-06-18 18:41:39.560357
efc91362-d0df-41d5-8f0e-0d84239de3fe,032572da-c537-4db1-b2a7-7235f774d5a6,Checking,4324714488784593,093220596,-31765.99,,,Inactive,2020-11-17 07:23:18.541255
968a0816-bc09-4d66-9223-ba932c6a8471,b67f3a88-d638-4a30-aeb3-914f1b986af4,Investment,4275248053508912,034248265,55149.85,,,Inactive,2024-11-17 11:52:17.821278
8cdd195f-49c4-4ce1-b93f-cd1708e60df4,bde7183c-a4e9-4daf-a43c-8c1bfc8c4ed2,Checking,3570881255089820,043048980,,,,Inactive,2025-06-18 13:18:41.832862
0ad68c92-0abb-4ae7-a26a-404cbc98e080,c9a04687-ec60-4334-9eb9-9234481ced02,Loan,3550842876890446,045381742,45063.9,,18.01,Closed,2022-01-24 10:48:25.165611
b1f38b6c-6195-4340-9f8c-fe34a3a2140b,4c38f2d0-68a8-4378-a221-303665b36c51,Credit Card,503876539100,086737601,34013.18,31448.77,3.31,Inactive,2020-10-09 05:42:39.314264
f525d161-13dc-4092-9405-f72466393456,cddefd55-97a0-4334-b077-c182fd50835f,Investment,4149554961297191391,077661333,90340.67,,,Inactive,2021-04-16 15:32:36.903358
79b39b24-bf7f-46bb-ac15-c09c0b342ac9,7354be56-9243-4521-9123-fc582919a64f,Savings,4904775570729938625,101523253,84773.92,,8.82,Inactive,2017-07-20 10:01:10.763147
c1228cad-5b8b-4d2f-98cc-6ddd7ac829e1,53132df9-59e2-467b-bbdc-e51025bb1d39,Credit Card,2249839282546249,027852891,15074.04,44569.09,13.6,Closed,2021-02-05 15:05:27.685207
ff2b8301-a13d-43b4-8221-10c2c080bacc,3b3b5ed3-31c7-48eb-8822-63a6348e2736,Checking,676179586331,096319022,80231.88,,,Suspended,2020-11-26 12:16:37.789282
cf9b14ab-4f6c-42f7-8bec-33c14e726741,9414da42-a10b-4020-a71b-d728c6d3f588,Checking,501850964492,054168943,-18816.72,,,Inactive,2023-06-29 02:14:22.560592
8d28ef6f-48b5-4a4a-b2bc-74bbfedbaf5b,0585e630-d564-47b8-a9dd-34bbc2c4bc07,Loan,3563653249206706,120066416,58686.9,,12.3,Inactive,2024-05-06 03:50:36.127042
eaa39503-df11-4319-b5c8-bff05fc8153a,3532f7e3-177d-45e9-9ff8-03fc959d4e8c,Checking,4589112778921,036436282,57062.34,,,Suspended,2022-12-18 16:55:15.959476
75fbd159-4594-4eb8-b2f5-6f51238fd192,0571bddd-d4e2-4cc2-9c56-3f5c3a60468d,Loan,36815035870079,038909322,,,17.34,Closed,2016-11-07 08:44:09.055898
5c61d1ab-4b3e-4974-a40d-cfb73a3791bd,44f61823-a6b0-434d-a029-96b61c862d4c,Investment,6011969443034343,,84336.77,,,Active,2016-12-26 02:36:55.362658
7acc4baa-b827-4904-9633-dd428e7ce178,a3c8cf0a-b8da-4bdd-9a03-516a0fb639fd,Investment,501840024332,020292898,,,,Active,2017-02-17 20:51:40.799654
1f1a544b-129c-4769-884f-422aaca4d8be,4bc6963c-3cac-4b2a-817c-ec614ae48add,Loan,30499749082556,106580741,-43026.61,,16.86,Inactive,2024-01-20 03:11:49.321036
9fba637b-c7c2-4faf-a0d4-b1611c266af5,a7a48d03-13dc-4c93-a425-66d97b08ffaf,Credit Card,4676804434919551,021856314,7327.62,39187.26,24.5,Closed,2017-10-24 23:17:48.930027
45c685cb-82bd-4030-a188-a15e3290a0f8,62d80a40-fb87-4081-915f-fd73c16692a5,Mortgage,4374448854713873,070428256,-36872.73,,10.31,Inactive,2016-10-20 00:14:36.068735
2a15a058-f736-4c8c-b849-56e0984a7cc0,c7631ea1-d89b-4f13-a188-906dce46f1a2,Mortgage,,090489466,24134.75,,1.82,Suspended,2018-10-04 09:12:23.686187
f6789298-4f8b-4551-933d-2302f8a6e12e,74e25451-f5a0-4d61-83d0-0d5bb8a60617,Loan,2383485014797548,031286822,-48684.13,,2.48,Closed,2018-06-28 12:52:12.628910
3df6723e-03d4-452a-bc12-6d91a1c44c0a,9417a035-1083-4a2e-abc2-922f97e1a0f2,Mortgage,213143020498557,075086282,82186.36,,18.67,Active,2018-04-02 04:13:07.227600
50f730f6-3fdf-459c-8a71-79866ba7ed06,99a6fcc3-5d33-4e1b-af6a-5f42e1d80cc6,Checking,676221953646,069758335,33104.12,,,Active,2016-01-02 11:44:40.100461
68ccfc2a-3d50-4dd5-85bc-ef40360e5082,aa1a6cf9-2a36-44b5-a794-2b29f6b36b58,Loan,373113374209708,074342435,-42180.35,,0.67,Active,2020-05-08 19:54:20.967856
dc06ac26-2a22-4e6e-80b6-9ffdc9b8fb39,54068697-3475-49e1-9e05-2a5bbce38faf,Savings,3541879103173586,032838790,-10959.28,,17.74,Closed,2017-09-10 18:08:10.049633
45ada0c2-2427-43ea-b259-a8e30cc58090,418a52a0-cda9-4996-a8af-f8ebbe30e451,Loan,4029098306306,078002030,74678.07,,23.56,Active,2023-10-29 00:08:01.019384
909cc8f1-9a6a-4162-837a-162cf177ac80,af332d4f-981a-45c7-8ece-e1e6c43c6f85,Credit Card,4766717093840635297,036246003,,27593.25,14.77,Closed,2019-11-09 15:28:01.573428
aa10b6e3-a6f2-42bc-8ca8-3e7af0b57d4f,dfa196f7-f42c-4882-90ab-b35ce1210c9f,Loan,3533785754847917,117504952,47413.0,,2.14,Active,2025-07-16 17:41:33.473552
3f973259-9f23-441f-8411-f65ca344f93f,04059392-5d1f-4512-9be1-f50274c16488,Checking,3574526920442849,053419185,66927.69,,,Suspended,2018-10-29 07:11:29.694444
3e068d25-9103-4acc-903e-cbef6790170f,ce424710-5b92-473e-9f9f-cfb6ec72fd2e,Savings,180007911942545,124814130,-37028.99,,22.57,Closed,2026-02-03 20:02:00.612194
63d8aac0-8a2e-41ad-8166-019ec7c1bbef,822a0c1d-5d5f-4d1d-b897-2107316b94b7,Mortgage,,086568595,56287.36,,16.21,Inactive,2023-04-07 16:50:17.406690
07ba5a51-2d81-4263-a156-afa373bb5d44,983e10a0-abf7-437a-85b8-c3133081a635,Loan,4795956925507760,114032854,73707.75,,4.03,Suspended,2015-12-08 00:22:03.782964
d9061264-8760-41be-aa70-26294791e0a2,7935e88c-4fe6-48f3-a194-96755d121e53,Mortgage,180023570949523,116600886,88362.39,,0.78,Inactive,2017-08-04 23:34:08.532659
c383a89d-ebf0-4ece-a712-139f736085b3,6a6f5f4a-2d51-4118-af5e-2b1658b38a12,Checking,3531819878429286,088945035,-21851.37,,,Closed,2022-08-19 08:16:55.439526
0d049a52-ce86-42be-9b2b-1f572ca06fae,489bc604-8c26-4138-a6e9-1a447919eb74,Investment,3519921994819170,092189968,84018.1,,,Inactive,2016-07-19 09:01:19.308113
a80c2fb7-192e-45b1-bbe4-88cbefdd365e,893249e2-647c-44a8-8bdd-efca7a57def6,Checking,3563139746134724,069348282,-935.56,,,Closed,2019-09-28 14:23:10.082549
7ea42a51-08f3-443f-be93-f9797943c775,039bced8-19b5-4a01-9f99-781fe320f6aa,Savings,180033395381653,072495009,-9099.03,,15.08,Suspended,2020-10-21 20:11:47.253636
ba13499e-7773-4610-9570-9d4679decc7e,b9eaec6d-297c-4e5a-8e88-56181d0762f0,Loan,5560965232761804,117531899,13825.03,,11.19,Active,2020-02-17 23:01:28.613394
7b0f4d8c-5fba-4f05-b674-72fc01e3740a,b7859f90-972d-4da1-89d4-29d77e57bcaf,Checking,4967323029559,082259824,-38095.99,,,Suspended,2018-03-14 22:08:53.054509
340b37bb-d8f2-429a-931a-cd4074073428,35de499b-4814-40c6-8e93-c578367005c4,Investment,3599695838287793,123045133,23136.53,,,Suspended,2023-07-20 13:28:41.192990
efc85234-5418-4cc2-bc92-0b124df35463,ad5d6885-75a2-4141-b13a-798026c2c4af,Investment,6505847866700736,030731640,6803.29,,,Inactive,2022-03-31 20:20:06.139912
b1bbbc5c-765c-4199-b2da-658388cab059,43df64b0-b37c-43b0-849e-662a59e55db8,Savings,344795013785894,016490824,8194.1,,19.37,Suspended,2018-02-23 18:17:42.692769
b2c46830-bd5d-4293-b17c-a34730a44a57,83586dd4-a391-4032-8f32-b9861b57f4c4,Mortgage,3564686825220492,109095327,81764.07,,3.54,Closed,2017-01-08 11:53:57.840176
a642bd7b-c6b5-45ff-a4ed-6c7e8cfd7285,533ca223-45b6-472e-98d7-f7ef15d739a9,Savings,060465622268,098180615,-35198.47,,7.99,Suspended,2022-09-05 04:22:49.383586
171a3be9-52b8-4db4-a859-9c1afcf710f4,596a9649-b2cc-48de-9564-9ecd4b31787a,Loan,180096517574000,094425895,68646.21,,5.77,Active,2025-09-11 07:27:20.805109
0288ebdb-6baf-4cec-b5e8-3e61abedd9bd,d92721d9-e8fc-44ae-ad71-b989dad0776b,Credit Card,213167999283104,027321296,27107.36,9225.32,7.77,Active,2020-08-13 02:38:34.316348
e75686bc-8d4a-436a-9f0c-2b21765f2004,7929957e-97a7-4b52-90b9-5f90dade57ca,Checking,375121492057675,056559097,71124.83,,,Suspended,2018-09-25 00:59:54.073073
