customer_id,first_name,last_name,email,phone,ssn,date_of_birth,address,city,state,zip_code,country,annual_income,employment_status,credit_score,credit_range,created_date
4ed55d72-aebd-42e6-922b-67285977dbf7,,Walker,angelashepherd@example.net,0432 120 861,821 106 531,1983-08-07,"014 Joshua Footway, New Philip, WA, 2687",Lake Eleanor,New South Wales,94663,Mozambique,136001.28,Student,399,Poor,2021-07-10 05:40:02.879535
49adef75-9c7e-4ea6-981c-91c8b785d3bc,Jodi,Bryant,nterry@example.com,+4420 74960305,744 665 514,1945-09-03,"9394 Leslie Trail, Lisabury, PE K1N 3S9",Montgomeryfurt,Australian Capital Territory,81425,Croatia,89794.87,Unemployed,316,Poor,2022-03-18 12:22:38.533591
1a9d4741-62e9-4d30-a6d3-40996acc9391,Rebecca,Smith,megan21@example.org,742.662.2644x18024,514-45-9938,1964-12-08,"43779 Johnson Mission Suite 557, South Nancy, NL G3N3C6",Ellisshire,Colorado,86965,Sri Lanka,83769.66,Self-employed,769,Very Good,2024-07-15 19:14:49.257446
85060d38-66a2-4ddc-ad6c-5c54bb49f864,Catherine,,natalie39@example.com,(02) 2038 5407,061-72-4297,1966-04-01,"USNV Thomas, FPO AP 97467",Smallbury,New South Wales,93190,Peru,174974.52,Employed,406,Poor,2022-07-20 10:40:58.839338
5adc176e-93a1-400d-be11-4df1dfaf89bd,Brett,Richards,collinsjennifer@example.net,(0113)4960408,203 554 480,1977-11-20,"28 Debra Highway, South Heather, ACT, 2921",Millerfurt,Kansas,27021,Bahamas,174048.42,Self-employed,528,Poor,2022-02-18 10:20:51.569107
9ce1be1f-a63b-489c-9def-dabc83a83cb5,Allison,Wright,ortegaerica@example.net,+44(0)114 4960378,749-21-1095,1981-03-26,"7/73 Peterson Parkway, Collinsstad, SA, 2959",West Rachel,,43862,Cook Islands,94266.5,Unemployed,529,Poor,2024-07-13 08:30:05.431278
bf4960c5-8a38-42ad-9587-ce39e391348d,Daniel,Taylor,christine33@example.org,0117 4960331,ZZ148550T,1946-02-10,"26 Paul Freeway, Lake Crystalville, SA, 2938",Moorechester,Queensland,96807,Panama,163339.27,Student,625,Fair,2022-12-09 23:30:51.929605
954df9ef-0351-4571-a9c2-0edc8947b1cb,John,Jackson,eknight@example.org,202 358 9377,ZZ828488T,1981-12-13,"5991 Edwards Viaduct, Douglasport, NL L4N1G1",West Geoffreyberg,Western Australia,71062,Greenland,136347.86,Self-employed,712,Good,2023-02-22 00:32:05.886540
10066e85-b7d0-477a-ab23-662606758b34,Kristin,,debitis@invalid,9367-2502,059-89-5073,1973-09-28,"46031 Davis Shore Suite 079, Port Gina, CO 51008",Timothyburgh,Tasmania,38325,Saint Barthelemy,-121758.46,Unemployed,508,Poor,2023-02-15 00:54:23.977860
377e7de2-f347-400e-8419-761c76fb850f,Samantha,Frazier,gmeyer@example.org,1 (971) 556-6166,067 713 412,1966-03-13,"611 Jamie Isle, Joyceburgh, MB P3C6X7",West Christopherberg,Western Australia,97373,Moldova,197097.48,Unemployed,491,Poor,2023-07-29 02:50:11.321969
347b942b-209e-4a15-9759-358e55df1156,Alicia,Stevenson,dspears@example.com,+44161 496 0043,585-24-2957,1995-12-08,"01274 Willis Stravenue, North Tonyborough, CT 99217",Sancheztown,Tasmania,30152,Albania,134801.65,Student,405,Poor,2024-08-12 16:00:37.154849
4c33eed1-b137-4620-a76e-168c478336ec,Alex,Gutierrez,pruiz@example.net,175-694-2984 x104,223-96-2611,1957-06-23,"Studio 27, Taylor light, Lake Victor, L56 1XW",East Sheilatown,Tasmania,66767,Burundi,164202.25,Retired,375,Poor,2023-06-27 01:33:27.935857
ee160335-c49a-4d2a-aa9d-d000b613a372,Francesca,Mckinney,waynemiller@example.com,966.466.3694,667-32-2595,2004-08-16,"33790 Elizabeth Rapid Suite 037, Jefferyborough, QC J6G 3L8",Hayesville,Australian Capital Territory,96390,Austria,-135462.35,Employed,420,Poor,2022-09-09 00:24:09.732949
ffc0e79b-4441-4395-adde-7acba81a30f6,Angela,Clarke,ssheppard@example.net,(291) 852-9838 x820,127 653 814,1960-03-05,"6528 Susan Squares Suite 195, Jeanetteshire, TN 03607",Chelseaview,Queensland,88437,Saint Vincent and the Grenadines,114555.33,Self-employed,521,Poor,2022-12-18 20:11:31.662057
34ef7048-ca2c-49d8-8e24-b99f51a1d12b,Michelle,Bowen,vward@example.org,001-791-559-5678x323,827-02-1918,1950-02-24,"18/36 Janice Point, St. Derekberg, ACT, 2683",East Alexandershire,Victoria,62987,Cyprus,121511.99,Unemployed,778,Very Good,2021-06-29 16:58:33.693784
a92cbbf6-6100-40c0-a0e2-fc075a67af37,James,Walker,valeriebennett@example.com,7190 5657,338 801 178,1957-05-08,"Flat 90L, Dixon manors, Morrisbury, SE0N 8EB",Phillipville,Pennsylvania,23582,Taiwan,159128.55,Unemployed,469,Poor,2021-04-24 18:14:07.034784
0c302d1b-d949-472e-b043-b02da608ea25,Tracey,Parks,torresmelissa@example.com,59700019,036-58-3435,1960-11-26,"4/693 Angela Foreshore, South Danielhaven, TAS, 5671",North Marc,Minnesota,39009,Venezuela,-90443.09,Employed,760,Very Good,2023-12-13 02:31:47.875127
fd825447-9724-4ab1-abeb-039795d2f57a,Sarah,Garcia,katelynburke@example.net,001-942-294-1259,ZZ 38 87 67 T,1998-05-20,,Waltonside,South Australia,38537,Angola,81469.2,Self-employed,666,Fair,2023-03-24 17:51:51.880511
6c29f07a-1fc1-48a4-bb07-e885b879cd44,John,Parkinson,whitekaren@example.org,+449098790071,458 108 677,1995-11-15,"7/77 Brittany Tor, North Nancy, ACT, 2638",Lindaview,Minnesota,66493,Dominica,65713.53,Employed,694,Good,2021-09-20 11:24:12.182418
51b64f8e-651d-42d3-9deb-6636aa7d42dc,Nicholas,Moreno,josephharper@example.net,0141 496 0557,194-52-4618,1974-09-13,"453 Kelly Fall, Scottport, YT X6Y3G7",Port Abigailville,Delaware,41745,Lebanon,101160.97,Unemployed,502,Poor,2024-08-11 06:14:48.154964
fc8b47a9-f881-4b28-9fca-a8f7629d3662,Charles,Patterson,pkaiser@example.com,+1-768-209-8383x19346,ZZ586034T,1968-05-30,"4 Khan trafficway, Alisonton, BS5 7WF",,Hawaii,35804,Kyrgyz Republic,137641.66,Student,304,Poor,2022-07-24 20:44:55.936147
748585a7-6372-497e-8775-6bfc8337325d,Kendra,Carpenter,timothy23@example.net,3854 7872,540-13-9352,2002-07-04,"Flat 2, Bradley pass, Port Deborahburgh, EC9 1WQ",Michealland,Massachusetts,71118,Belize,151569.39,Unemployed,624,Fair,2024-07-02 22:52:53.562068
d2dd7ddf-893a-4a12-b0d1-a06d4c2aa492,,Morales,quisquam@invalid,+61354904798,369-57-1643,1996-11-08,"250 Thompson Reserve, Solomonmouth, VIC, 2923",Hugheshaven,Indiana,03159,Thailand,90433.56,Student,405,Poor,2021-07-23 19:35:06.983497
d0c82535-fa8b-478a-99d4-c28e89e39423,Randall,Leach,bharris@example.net,+1 (401) 726-2803,320-78-0805,1993-12-29,"1 Roman Estate, Melissabury, ACT, 2681",South Robertfurt,Northern Territory,99032,Malta,183004.1,Employed,353,Poor,2022-06-28 00:20:13.047894
f9d79da3-ae9d-4c99-97d6-ab5706559efd,Kevin,Christensen,ygilbert@example.org,(020) 7496 0511,524-40-8636,1949-09-13,"0 Michelle Alley, Roberttown, NSW, 2614",New Maria,Washington,50273,United Arab Emirates,105621.41,Self-employed,626,Fair,2022-01-23 02:22:18.370450
21508968-2814-46b4-a7e1-8447d33acbb6,Robert,Gardner,valerie32@example.org,(02)24238935,403 854 250,1983-07-07,"05066 Davis Plains, Jesusbury, QC E5V 8C6",Jillland,Oregon,72905,French Guiana,81334.49,Retired,531,Poor,2021-06-16 10:00:22.480511
38bca5bf-0878-4460-ad77-cb622329bc2d,Kathleen,Kelly,bondgail@example.com,(0115) 4960768,124-21-6834,1955-02-23,"3249 Jesse Rapid, Johnbury, GU 90678",Jordanburgh,South Australia,79190,Suriname,62183.21,Self-employed,779,Very Good,2024-08-13 01:13:45.922344
a54cdbaa-fea8-46b3-8b36-cadd9c348939,Chelsea,Lowe,brandon37@example.net,(07)39994285,196-29-0431,1985-01-10,"329 Zachary Valleys Apt. 504, Guerreromouth, OR 04135",New Davidborough,Western Australia,22835,Bahamas,113289.5,Self-employed,524,Poor,2023-02-03 00:21:53.904182
7515aeab-04b7-44a8-8614-cd1785cbd1a7,Jonathan,Pearce,qmartinez@example.net,8347568848,773-27-7846,1993-11-09,"Apt. 723 60 York Pathway, Daletown, NSW, 4036",West Wayne,Australian Capital Territory,40626,Mozambique,42861.26,Retired,409,Poor,2024-07-17 08:47:27.097845
0c5a91b0-dfb3-4969-b99d-817c91ce53bb,Richard,Frost,xmccann@example.org,+61-7-8031-6367,471-41-2449,1997-03-24,"6429 Katelyn Forges, East Stephaniestad, IA 79067",Lake Helen,Australian Capital Territory,68909,Comoros,51358.51,Student,741,Very Good,2023-09-04 06:56:12.889444
b3cdfcc7-1b03-4dac-a0d3-c2e8162bd660,Nichole,Bush,millerchristine@example.net,(08)-5473-7704,590-54-7518,1982-09-02,"773 Davis Bypass Apt. 405, Harrisfurt, ON B5X 2A8",Weberview,Arizona,62603,Sri Lanka,111382.84,Retired,411,Poor,2025-03-01 01:09:43.495750
ad49bb9b-87a3-4374-b63f-5bc940d3bc52,Dorothy,Byrd,hugheswilliam@example.org,+44(0)141 496 0341,033-34-8816,1972-05-15,"657 Andrea Bridge, East Gabriel, WA, 9988",West Barbara,South Carolina,53497,Northern Mariana Islands,150269.08,Retired,702,Good,2021-03-04 21:11:43.397345
cc1e9dc4-7349-4f13-8234-82393087db97,Erica,Liu,dedwards@example.net,(876) 318-5596,505-16-7131,1960-10-02,"00407 Jenkins Drive Apt. 106, Tanyaton, NV 80096",Port Alexandria,Idaho,96573,San Marino,113067.03,Student,788,Very Good,2021-06-11 09:40:52.332749
98193bcb-4004-4152-8e58-526d8e47cd35,Vincent,Cooley,perferendis@invalid,08.6547.5878,ZZ 710539 T,1967-01-05,,West Davidville,Victoria,,Guinea,-28644.7,Unemployed,378,Poor,2022-11-11 22:51:25.702698
ee963d63-3ead-458e-9019-08c7596db5c2,Lucy,Garcia,judithnguyen@example.com,272 990 4388,737-53-7568,1953-03-17,"5 Smith cliffs, Hartbury, E5J 6LU",Samanthaton,Victoria,61763,Palau,75865.25,Self-employed,837,Excellent,2024-01-31 23:22:31.394321
30a53a1a-52d8-4ca9-ba2e-93230914f050,Christine,Steele,jennifer50@example.net,(0141) 4960134,719-80-7722,1950-07-27,"667 Stevenson islands, Abbietown, DY2 2ES",West Jeffrey,North Carolina,98203,United States Minor Outlying Islands,-105281.38,Unemployed,608,Fair,2023-01-03 01:52:30.927942
2cf6aba7-3765-42ae-b696-cdeb681f16a8,Michael,Allen,shawn21@example.org,+61.8.4555.2615,031-57-0183,1986-08-09,"Suite 950 6 Preston Follow, Christopherborough, TAS, 6989",Lake Anna,Montana,32811,Jersey,174846.47,Self-employed,665,Fair,2020-11-06 07:26:45.074535
74130f5f-d658-477e-8742-98c27a52a59b,Albert,Brown,lmcbride@example.com,393.784.9531,822-26-4377,1995-07-12,"762 James Grove, Hinesfurt, NL C7N6G4",East Frances,Western Australia,05629,Afghanistan,143790.27,Retired,839,Excellent,2022-01-09 01:33:39.805593
6c6e1784-b3de-4f79-b07d-077a04686dd7,Gary,Jones,schroederangela@example.net,(474) 812-6817,746-02-8540,1965-01-22,"140 Jay Station, West Virginiaside, MP 97635",West Nicholasbury,Victoria,78005,North Macedonia,46518.22,Retired,655,Fair,2025-06-25 04:08:28.078869
400a9515-725b-4a5c-9bf4-db77500b658b,,Jenkins,robert21@example.org,,ZZ207498T,1981-07-06,"0920 Jeffrey Stream, Juliestad, NS V7E6S8",North Justin,,40242,Vanuatu,164962.39,Employed,764,Very Good,2022-02-16 06:54:15.826798
716fcf74-eff1-4a06-8d95-aa8c763bc8e5,Raymond,Williams,nancymccarthy@example.net,(722) 307-2487,113 088 439,1964-11-13,"5 Barbara Gates, South Miguelview, NT, 0978",New Georgechester,Tasmania,50425,Christmas Island,175326.85,Student,458,Poor,2023-12-30 13:26:42.029329
16c63b25-5653-4ee5-8402-c007dec894bf,Lisa,Graham,shanecarroll@example.org,(775)734-1839,856-72-0537,2001-09-10,"71 Emily curve, Lindatown, S94 7JQ",Neilport,South Carolina,10098,Samoa,92592.15,Retired,400,Poor,2021-08-09 14:11:33.031813
4f7441f0-cc60-485c-b3fc-83995feeb3fd,Beth,Wilcox,kburch@example.net,(567)647-7201x10408,ZZ 782601 T,1974-03-16,"422 Lewis Elbow, West Joseph, TAS, 2920",Carrillomouth,South Australia,47963,Peru,59916.56,Unemployed,387,Poor,2020-11-29 21:15:37.029387
ac64612a-856b-43c4-ab25-55ce9af900e9,Dominique,Lopez,alicia60@example.org,03.9687.8842,777-96-4676,1965-07-16,"Studio 7, Jacqueline ports, Lake Joan, N32 2PN",Port Jenniferfort,Victoria,98297,Oman,87572.82,Unemployed,737,Good,2023-04-20 18:46:58.002270
68cb12fe-2e1a-4d2f-a345-57b6389c54eb,April,Lewis,marksmolly@example.com,1 (692) 118-5723,090-80-4601,1958-02-20,"38 Ware Hill, Katieshire, WA, 2909",Spencerberg,Alaska,06267,Angola,90294.45,Student,600,Fair,2021-02-28 07:28:42.643405
2187d8d1-bca6-4c88-a564-14c0f6bf1103,Gregory,Contreras,fwhite@example.com,(07).1490.9671,680-66-0130,1989-08-08,"2274 Henderson Squares, New Kenneth, ON B8P 2E8",Philipburgh,Kentucky,27458,Greece,43733.56,Student,399,Poor,2025-05-25 08:09:01.851053
05d494ed-0a72-4765-9503-73ec2b83d37d,Nathan,Frazier,ulewis@example.org,(08).5031.0497,263-01-7706,1949-05-26,"Flat 9, Hayley ville, Lisafurt, KA9R 7FD",West Keithbury,Victoria,55970,Slovenia,194273.73,Self-employed,528,Poor,2021-10-06 13:31:08.273506
f6dea780-bfb5-4b5b-a332-7748bec6eb0f,Katherine,Conrad,dignissimos@invalid,+61350781072,ZZ 947646 T,1956-03-24,"Unit 63 962 Cook Tollway, Jonathanshire, ACT, 6519",Onealfurt,Alaska,08583,Cook Islands,178982.34,Student,399,Poor,2024-08-20 17:58:10.356945
34b474bb-a480-4d54-a98f-80e80df3bdf0,Michael,Price,vdixon@example.net,981-413-5373x9652,833 850 118,1977-03-26,"996 Mark Squares, Port Shelley, AL 07005",East Bethan,Indiana,17368,Malawi,70547.52,Student,749,Very Good,2023-01-11 11:37:50.426623
64453ac7-311b-429a-b655-9ee44cce20a6,Robert,Collins,charles77@example.org,+44(0)1632 960 918,270 844 137,1972-02-15,"35528 Hawkins Skyway, Port Vanessachester, NB G3G 4Y4",New Melissa,New South Wales,49595,Guernsey,75756.33,Employed,804,Excellent,2022-03-05 20:29:39.994892
1f2189de-a73e-4418-8dc2-ccafe5ed4000,,Jefferson,robert55@example.org,+61.428.310.185,539-70-0805,1964-08-02,"581 Luke Branch, North Annaside, QC V5V8L7",South Amanda,Victoria,25910,Solomon Islands,30964.62,Student,755,Very Good,2022-08-14 04:23:09.178772
d3bf6e1e-bace-41b5-8110-47afafa053ef,John,Barnes,khill@example.com,01174960792,ZZ 628191 T,1944-09-14,"Flat 87, Gerard island, West Rogerville, M0F 4UF",St. Michelleshire,Northern Territory,78511,Faroe Islands,148589.31,Retired,825,Excellent,2025-06-03 08:09:36.464382
8178080c-a93f-42ed-8dd6-5cd8917930ba,Shannon,Gray,obrienchristopher@example.com,0865397885,826-39-8290,2001-07-27,"19844 Rubio Stream, Brownchester, NB H5N8V8",Joelburgh,Georgia,29633,Malaysia,185328.0,Retired,685,Good,2022-11-23 22:14:36.368005
55c27309-8caa-4d8f-874c-4f4b24521d50,,Floyd,frivera@example.net,+441154960290,062-42-9654,1964-10-24,"65854 Marcus Port Apt. 934, Saraport, NS V4E 4G4",Rogersborough,Queensland,94044,New Zealand,170230.1,Employed,346,Poor,2022-03-30 09:53:33.122415
71d89562-1e9b-4271-bb49-5123b9990774,Ashley,Heath,hhendricks@example.com,+61-457-882-737,254-07-9634,1973-05-18,"Studio 0, Moss parks, Alberttown, M4 0TF",North Gina,New Hampshire,80737,Russian Federation,43450.57,Self-employed,693,Good,2024-02-15 00:06:01.017737
591fc74f-aa88-4f87-bbb1-c45aed98176d,Carol,Hernandez,gregory63@example.org,1-415-671-1775,169-36-5173,1989-10-27,"Apt. 755 805 Judith Gully, Thomashaven, QLD, 0850",Lake Christopherborough,Nebraska,79931,Kiribati,81202.86,Retired,686,Good,2020-12-30 19:02:08.908240
b7539e7b-ab32-4c65-8975-6d423f207bf3,Eleanor,Stewart,lporter@example.com,(279) 821-4924,ZZ173063T,1996-11-21,"8483 Osborne Track, South Scottborough, ON S1N7S8",Wendystad,Western Australia,32418,French Guiana,40053.2,Employed,398,Poor,2024-09-23 05:51:46.238051
4159c9fe-e51d-4be0-a31f-4cc932aac454,Sherry,Olson,james40@example.org,(698) 810-8558 x723,516-38-5895,1984-04-25,"1041 Brown Mountain, Bethanyville, MO 50174",South Katieville,Michigan,83759,Norfolk Island,111830.71,Self-employed,785,Very Good,2025-07-09 08:58:10.729362
677ef082-97a6-42bd-a4f0-e3496e27f8af,Jerry,Smith,velit@invalid,4459840892,416-74-0609,1964-03-18,"5803 Clark Forge Suite 472, West Michael, YT V4B 4X6",Monicaburgh,South Australia,85291,Iran,42659.78,Retired,536,Poor,2024-07-11 08:07:29.483009
5624b40a-f34d-434c-b0b0-df2ee9d32cf0,Jordan,Wright,jacqueline88@example.net,,579-75-8225,1957-12-13,"68 Jeffrey Anchorage, New Noah, NSW, 2658",Brianfurt,Tasmania,34725,Hungary,-118524.17,Self-employed,830,Excellent,2022-07-10 12:58:18.574096
3c3a3a0e-748d-4722-8208-797e89f0627a,Nathan,Taylor,cgriffiths@example.com,+61 3 2957 9474,045 266 756,1985-10-01,"60426 Joseph Trail Suite 716, Benjaminview, KS 14235",South Jose,Northern Territory,79091,Saint Vincent and the Grenadines,70654.19,Unemployed,360,Poor,2024-04-25 14:42:31.308268
14fe7051-a24c-4e4a-a3c4-3a0bb851ece1,Jonathan,Conley,kingwilliam@example.com,(0113)4960938,ZZ396524T,1996-02-16,"Level 1 64 Smith Crossing, Bensonborough, TAS, 2664",Jaymouth,New South Wales,,Cambodia,158975.49,Employed,654,Fair,2024-04-10 00:56:29.661085
0065b01e-dc82-48a3-b96f-c91a59a5a50e,Jared,Mcmillan,charles09@example.net,,523-36-8612,1988-08-03,"Flat 26 340 Diane Drive, Morenoville, QLD, 2636",St. John,Nebraska,16934,Kiribati,138808.97,Retired,789,Very Good,2022-11-14 01:09:38.140293
b40057cd-1db1-4364-8bcd-c1926f6d6e77,Nicole,Buck,kathryn87@example.net,(03)-9449-9313,501-45-8109,2006-12-05,"Apt. 536 6 Lucas Distributor, North James, VIC, 2619",South Barbaratown,Queensland,40138,United States Virgin Islands,121686.79,Employed,696,Good,2023-06-13 04:17:27.812063
53132df9-59e2-467b-bbdc-e51025bb1d39,Roy,Warner,huntdaniel@example.com,(602) 362-8019 x388,ZZ 15 43 97 T,1967-04-27,"91 Ellie lane, Brownchester, L65 4RB",Walkerburgh,,65310,Cameroon,35136.44,Self-employed,394,Poor,2021-03-13 17:32:21.847232
f45b32ab-9000-4146-8b6d-30b0e062388b,,Bender,samuel62@example.org,340.215.7997x06298,658-46-3014,1978-02-14,"3 Tran Wade, Hawkinsburgh, NSW, 2920",St. Valerie,North Dakota,90403,Belize,47175.28,Self-employed,589,Fair,2024-06-12 03:28:07.548043
558628b6-d9a8-431b-9a1c-ab1baad35a63,James,Morrison,johnstonmaurice@example.net,08-0702-4748,710 556 648,2003-11-05,"9 Davies extensions, Douglaston, M9 8NU",Jimmyland,South Australia,47818,Korea,111612.62,Unemployed,525,Poor,2020-12-17 06:54:26.627690
29f81fd1-dc49-425d-a458-507552f28ecb,Mathew,Robinson,timothybell@example.net,845-838-7500,033-79-9521,1990-10-09,"13598 Justin Fords, North Linda, MN 88755",Bakerville,Colorado,41445,Antarctica (the territory South of 60 deg S),96895.92,Student,797,Very Good,2025-02-08 14:51:15.873081
cd49ed53-7101-4691-b1aa-b145a8711d44,,Lopez,valeriepacheco@example.com,+1-693-216-4266x33161,ZZ 10 17 17 T,1982-08-08,"405 Cassandra Route Suite 081, North Mckenziemouth, NS K7P4H6",South Laurenbury,Northern Territory,35069,Dominican Republic,-147209.84,Retired,416,Poor,2021-06-04 11:17:17.001891
ae06e8e5-40fa-4278-b413-022dc96e7611,Kerry,Mendoza,sandersmark@example.com,(649)323-5777,073 461 725,1989-08-12,"15 Acevedo Quays, Port Lisaside, QLD, 2571",North Carlburgh,New South Wales,21107,Reunion,102703.45,Self-employed,510,Poor,2025-08-23 15:39:09.407454
6fe62b58-9a0e-4762-8431-e3fc132a2876,Tammy,Robinson,vford@example.com,990.669.5450,701 182 560,1970-01-30,"30112 Lewis Forges Apt. 817, North Sharon, MD 62121",Stephaniechester,Australian Capital Territory,04518,Montenegro,70943.23,Student,521,Poor,2024-01-02 02:47:46.312143
411e569c-cab6-48a7-99a4-6857d0676b1c,Kelly,Porter,jtran@example.com,664-934-2411,433 527 041,1985-04-04,"68460 April Ranch, Coreymouth, PE K7L 6S3",Mitchellview,Queensland,31122,Yemen,143644.67,Student,774,Very Good,2024-06-07 19:48:54.546906
3532f7e3-177d-45e9-9ff8-03fc959d4e8c,Beverly,Smith,debbie41@example.org,0161 4960134,761-31-1724,2004-04-19,"576 Daniel Union Apt. 041, Cynthiaview, SC 37657",Marybury,Louisiana,92531,Holy See (Vatican City State),73018.74,Self-employed,602,Fair,2021-12-01 10:02:50.374159
fa226b04-885b-426b-b48e-26c459f86e59,Austin,Shaw,marycox@example.org,+1-875-904-0937x01185,071 281 331,1982-05-29,"4 Blair Line, Wagnerfurt, QLD, 7924",Caseville,Rhode Island,45895,Argentina,71290.57,Self-employed,754,Very Good,2021-07-24 13:29:12.537914
02d84016-6013-4275-97d4-a47e28b96195,William,Dixon,mshaw@example.org,(417)595-9282,ZZ 25 67 72 T,1944-10-26,"Flat 6, Charlene mount, West Colinborough, TQ2 7HF",Naomifort,Vermont,,Cocos (Keeling) Islands,79954.64,Employed,751,Very Good,2024-01-21 08:19:25.429194
b3018537-65bb-457d-a3ba-933cc1d4fbf8,,Lynch,williamsshane@example.com,158.719.9425,271 804 668,1982-12-18,"Studio 27n, Grant motorway, East Maria, RG1P 2YF",West Dale,Kansas,86432,Australia,144777.24,Retired,624,Fair,2020-10-27 01:31:57.012018
a337e2c1-cab1-478e-ace5-8b39b19bb61d,Jacob,Thompson,rmccann@example.net,823.222.3208,ZZ 570943 T,1960-05-01,"Unit 5878 Box 3792, DPO AE 30017",Cabreraside,Florida,49755,Maldives,86202.69,Employed,819,Excellent,2023-10-05 16:02:27.491003
26b73070-428e-4be9-8963-b86cd8c575a5,Katie,Watson,bennettpaige@example.com,(483) 803-7473 x811,ZZ049462T,1997-09-26,"7005 Samantha Islands, Port James, NL E9X 3A4",Port Sarahside,Western Australia,63578,Guam,162928.78,Unemployed,717,Good,2024-05-10 01:52:00.269897
557196e7-2707-475f-99f8-a1119e13af59,Gillian,Gay,craig33@example.net,306.866.7063x311,107-76-5446,1991-07-08,"13403 Vasquez Club Suite 037, North Robert, AS 71077",North Mitchellstad,Arizona,62998,Sri Lanka,79793.51,Student,652,Fair,2022-08-18 17:35:47.128911
e1982f3a-885b-4afc-85a0-070e26242db4,Shane,Martinez,sarah32@example.com,865-299-0536,133-04-7378,2001-10-13,"903 Dominguez Squares Suite 081, Ryanview, KY 42684",Stephaniemouth,Washington,59124,French Polynesia,199617.27,Student,728,Good,2020-11-03 19:09:25.477949
f6bc4e0c-b194-497b-8584-ccf5d1bef718,Jorge,Strong,robert40@example.net,0114 496 0167,307 311 878,1999-09-05,"709 Megan Tunnel Suite 654, Adamton, AB M5B 7A5",Cindyfurt,Maine,96419,Guernsey,82519.79,Unemployed,536,Poor,2022-06-25 04:20:00.352470
09931bdb-08dc-4081-81ed-6133bdf11230,Julian,Taylor,ctaylor@example.com,338-407-9511,812-50-5782,1987-08-04,"9590 Allen Junction, South Mirandaland, YT L5C8S8",East Connie,Wyoming,20988,British Virgin Islands,130913.25,Retired,728,Good,2022-09-07 12:59:54.487552
e3ac5edd-3f29-4fc2-86da-3c9c30e8db02,Francis,Richmond,shicks@example.com,0464.589.244,681-70-3735,1976-09-15,"2447 Kimberly Mount, Tiffanyland, VT 35386",Andrewtown,Victoria,45033,Ukraine,45643.7,Retired,731,Good,2021-11-05 21:14:20.970603
5334a830-905c-4434-a02c-5877916e2d94,Carly,Castro,nice@invalid,+61 8 6497 3780,326 520 749,1952-05-25,"Studio 6, Williams square, Mitchellland, E9D 2RL",Melissaborough,New Hampshire,57547,Tanzania,107225.55,Employed,429,Poor,2022-10-11 06:03:55.397812
81ba974b-2846-4695-9a61-1b625a51dab2,Lucas,Johnson,ngross@example.net,+61244777140,740 523 469,1967-11-21,"99857 Anderson Loaf Apt. 744, Michaelmouth, SK R4S6J5",Lake Bretttown,Queensland,01793,Central African Republic,67251.11,Unemployed,421,Poor,2025-04-26 02:24:43.038358
88a34339-bcc0-433d-a60b-089aa5f6e79b,David,Jones,tbrown@example.net,366 036 6980,446-88-5018,1978-10-02,"07961 Kelly Neck Suite 784, West Travis, NS C4E7R6",Langmouth,Minnesota,,Iceland,154622.06,Retired,596,Fair,2022-06-02 04:09:38.021307
a663b8c7-6ecf-4b8a-901a-2f06af112988,Alyssa,Weber,alexanderjones@example.org,413.634.9023x74326,107 731 432,1985-04-19,"Flat 03e, Joanna drives, Turnerville, KY5 1DF",Port Jerry,Mississippi,79503,Jersey,104367.25,Unemployed,749,Very Good,2023-11-27 16:29:55.592641
fc20d3fd-1c13-4447-b07a-9eb89d697b0c,Eric,Wilcox,revans@example.net,988 463 7734,068 718 436,2007-05-21,"Flat 50, Parsons estate, Williamsberg, WN4 7FR",Lawrencebury,New South Wales,22975,Kenya,74920.01,Retired,626,Fair,2023-03-17 05:48:58.542323
2837825f-ed0d-4635-9c8d-29a93afa17d3,Jonathan,Calhoun,phillipsscott@example.net,+442074960696,220 786 685,1953-07-16,"07191 Brooke Unions Suite 337, East Robertmouth, ON M6R 6K1",West Jason,Texas,10915,Turkmenistan,53978.69,Unemployed,580,Fair,2024-04-08 22:47:55.276330
38e83d98-4207-4077-a4ba-5beb9cc92e2e,Mike,Bridges,thomasbenson@example.net,+1-374-993-1756x07302,ZZ339701T,1950-10-30,"18922 Smith Alley Suite 138, Cookshire, NS B2H5N4",Port Joshuafort,California,73522,Solomon Islands,114022.18,Self-employed,328,Poor,2025-06-16 19:34:10.601357
8747dde6-2c1d-44ee-8687-19022d48e217,Brian,Francis,armstrongmark@example.net,2769-3477,428-07-5364,2002-03-05,"7504 Harry Locks, Katherinefurt, PE X8S6E5",South Kimberly,Delaware,39836,Hong Kong,102844.32,Self-employed,764,Very Good,2022-07-09 10:44:36.604064
859eaf49-8413-40b0-8ceb-55c40fd5335a,Stacey,Lambert,renee08@example.org,+61850444144,ZZ 426708 T,1988-10-08,"78626 Rich Mills, West Douglasland, MT 95609",Edwardtown,Victoria,86938,Kazakhstan,86901.2,Employed,527,Poor,2020-11-22 22:15:53.944532
07944a95-512a-49d5-b9d2-157621176829,Rachel,Pickering,emilyperez@example.net,+61 8 1054 1715,030-64-7085,1949-09-25,"8 Adam Park, Spencerburgh, SA, 2975",Garciachester,Western Australia,06496,Japan,188164.4,Student,625,Fair,2021-05-01 01:18:58.974968
